,录取批次,科类代码,科类名称,院校代码,院校名称,录取人数,最高分,原始最低分,第一次征集,第二次征集,第三次征集,第四次征集
416,一本,1,文史,2201,吉林大学,6,638,635,,,,
417,一本,1,文史,2202,延边大学,23,595,581,,,,
418,一本,1,文史,2203,长春理工大学,10,581,572,,,,
419,一本,1,文史,2209,长春中医药大学,12,608,568,,,,
420,一本,1,文史,2308,东北农业大学,9,585,580,,,,
421,一本,1,文史,2309,东北林业大学,13,597,588,,,,
422,一本,1,文史,2310,哈尔滨医科大学,8,594,575,,,,
423,一本,1,文史,3106,上海海事大学,12,606,600,,,,
424,一本,1,文史,3109,上海应用技术大学,6,590,584,,,,
425,一本,1,文史,3111,上海海洋大学,17,601,590,,,,
426,一本,1,文史,3113,华东师范大学,14,655,644,,,,
427,一本,1,文史,3114,上海外国语大学,6,643,635,,,,
428,一本,1,文史,3125,上海立信会计金融学院,5,625,611,,,,
429,一本,1,文史,3159,上海对外经贸大学,13,625,616,,,,
430,一本,1,文史,3162,上海师范大学,34,618,601,,,,
431,一本,1,文史,3169,上海海洋大学(中外合作办学专业),3,589,580,,,,
432,一本,1,文史,3172,上海师范大学(中外合作办学专业),8,595,584,,,,
433,一本,1,文史,3173,华东理工大学(民族班),2,622,612,,,,
434,一本,1,文史,3202,苏州大学,18,638,627,,,,
435,一本,1,文史,3206,江苏科技大学,5,594,583,,,,
436,一本,1,文史,3207,中国矿业大学,7,607,602,,,,
437,一本,1,文史,3208,南京工业大学,7,591,587,,,,
438,一本,1,文史,3210,河海大学,9,625,616,,,,
439,一本,1,文史,3211,江南大学,9,620,612,,,,
440,一本,1,文史,3212,南京林业大学,4,597,593,,,,
441,一本,1,文史,3213,江苏大学,25,611,598,,,,
442,一本,1,文史,3214,南京信息工程大学,10,598,586,,,,
443,一本,1,文史,3224,扬州大学,12,606,579,,,,
444,一本,1,文史,3230,中国人民大学(苏州校区),1,648,648,,,,
445,一本,1,文史,3271,苏州科技大学,12,585,578,,,,
446,一本,1,文史,32G0,南京中医药大学,6,612,594,,,,
447,一本,1,文史,3311,浙江工商大学,21,609,596,,,,
448,一本,1,文史,3314,中国计量大学,3,598,589,,,,
449,一本,1,文史,3319,宁波大学,8,611,599,,,,
450,一本,1,文史,3332,杭州师范大学,19,607,598,,,,
451,一本,1,文史,3338,浙江财经大学,9,610,603,,,,
452,一本,1,文史,3372,浙江大学(民族班),4,663,653,,,,
453,一本,1,文史,33A6,浙江财经大学(中外合作办学),4,589,565,,,,
454,一本,1,文史,3401,安徽大学,13,620,610,,,,
455,一本,1,文史,3405,安徽农业大学,2,570,568,,,,
456,一本,1,文史,3408,安徽师范大学,13,597,583,,,,
457,一本,1,文史,3501,厦门大学,19,658,644,,,,
458,一本,1,文史,3507,福建师范大学,25,609,589,,,,
459,一本,1,文史,35A0,厦门大学(马来西亚分校),4,604,596,,,,
460,一本,1,文史,3608,江西中医药大学,3,580,578,,,,
461,一本,1,文史,3610,江西师范大学,43,605,585,,,,
462,一本,1,文史,3701,山东大学,20,639,634,,,,
463,一本,1,文史,3702,中国海洋大学,13,632,625,,,,
464,一本,1,文史,3710,山东农业大学,2,577,574,,,,
465,一本,1,文史,3723,山东财经大学,50,595,567,,,,
466,一本,1,文史,3741,山东大学威海分校,12,628,623,,,,
467,一本,1,文史,3775,中国海洋大学(中外合作办学专业),4,614,597,,,,
468,一本,1,文史,37A0,山东科技大学,8,593,578,,,,
469,一本,1,文史,4102,郑州大学,27,626,614,,,,
470,一本,1,文史,4202,华中科技大学,11,647,638,,,,
471,一本,1,文史,4203,武汉科技大学,13,595,578,,,,
472,一本,1,文史,4206,中国地质大学(武汉),11,617,603,,,,
473,一本,1,文史,4209,武汉理工大学,13,618,601,,,,
474,一本,1,文史,4211,华中农业大学,14,617,607,,,,
475,一本,1,文史,4214,湖北大学,26,603,593,,,,
476,一本,1,文史,4301,湘潭大学,45,607,593,,,,
477,一本,1,文史,4303,湖南大学,9,645,633,,,,
478,一本,1,文史,4304,中南大学,13,642,633,,,,
479,一本,1,文史,4305,湖南科技大学,15,589,569,,,,
480,一本,1,文史,4306,长沙理工大学,8,597,587,,,,
481,一本,1,文史,4320,南华大学,7,583,579,,,,
482,一本,1,文史,4401,中山大学,32,666,647,,,,
483,一本,1,文史,4411,中山大学(民族班),4,647,641,,,,
484,一本,1,文史,4415,深圳大学,15,625,619,,,,
485,一本,1,文史,4429,南方医科大学,7,612,594,,,,
486,一本,1,文史,4442,北京师范大学-香港浸会大学联合国际学院,11,593,571,,,,
487,一本,1,文史,4443,广州大学,13,602,592,,,,
488,一本,1,文史,4602,海南大学,37,612,599,,,,
489,一本,1,文史,4622,海南大学(中外合作办学专业),3,569,564,,,,
490,一本,1,文史,5011,西南政法大学,33,641,627,,,,
491,一本,1,文史,5015,重庆工商大学,22,612,591,,,,
492,一本,1,文史,50A1,西南政法大学(中外合作办学专业),5,624,617,,,,
493,一本,1,文史,5102,西南交通大学,5,625,621,,,,
494,一本,1,文史,5105,成都理工大学,15,605,591,,,,
495,一本,1,文史,5107,成都信息工程大学,12,579,563,,,,
496,一本,1,文史,5109,西华大学,10,584,580,,,,
497,一本,1,文史,5124,西南财经大学,31,647,627,,,,
498,一本,1,文史,51B0,西南交通大学(峨眉校区),6,611,566,,,,
499,一本,1,文史,51C1,成都理工大学(宜宾),3,580,556,,,,
500,一本,1,文史,5201,贵州大学,7,603,601,,,,
501,一本,1,文史,5306,大理大学,10,570,565,,,,
502,一本,1,文史,6101,西北大学,18,620,616,,,,
503,一本,1,文史,6103,西北工业大学,3,626,621,,,,
504,一本,1,文史,6112,长安大学,9,612,606,,,,
505,一本,1,文史,6113,西北农林科技大学,9,618,607,,,,
506,一本,1,文史,6122,西北政法大学,34,623,609,,,,
507,一本,1,文史,6201,兰州大学,16,629,617,,,,
508,一本,1,文史,6227,兰州大学(民族班),2,618,612,,,,
509,一本,1,文史,6501,新疆大学,14,592,577,,,,
510,一本,5,理工,1105,北京工业大学,16,634,613,,,,
511,一本,5,理工,1108,北京科技大学,54,653,633,,,,
512,一本,5,理工,1110,北京化工大学,52,639,615,,,,
513,一本,5,理工,1111,北京工商大学,26,603,576,,,,
514,一本,5,理工,1115,北京建筑大学,13,618,577,,,,
515,一本,5,理工,1117,中国农业大学,64,655,628,,,,
516,一本,5,理工,1120,北京中医药大学,43,690,621,,,,
517,一本,5,理工,1124,北京语言大学,19,635,593,,,,
518,一本,5,理工,1126,中央财经大学,47,677,641,,,,
519,一本,5,理工,1127,对外经济贸易大学,21,683,634,,,,
520,一本,5,理工,1129,首都经济贸易大学,12,629,590,,,,
521,一本,5,理工,1133,北京体育大学,17,609,583,,,,
522,一本,5,理工,1140,中央民族大学,56,655,626,,,,
523,一本,5,理工,1141,中国政法大学,21,684,644,,,,
524,一本,5,理工,1142,华北电力大学(北京),79,658,613,,,,
525,一本,5,理工,1143,北京信息科技大学,37,600,582,,,,
526,一本,5,理工,1147,中国地质大学(北京),27,617,593,,,,
527,一本,5,理工,1160,北京大学医学部,28,713,691,,,,
528,一本,5,理工,1162,北京外国语大学,10,657,614,,,,
529,一本,5,理工,1174,中国矿业大学(北京),24,618,589,,,,
530,一本,5,理工,1181,北京邮电大学(宏福校区),19,649,611,,,,
531,一本,5,理工,1186,中国科学院大学,21,708,693,,,,
532,一本,5,理工,1189,北京理工大学(民族班),22,665,654,,,,
533,一本,5,理工,1190,北京语言大学(民族班),1,554,554,,,,
534,一本,5,理工,1192,北京理工大学(中外合作办学专业),6,650,624,,,,
535,一本,5,理工,1201,南开大学,47,690,669,,,,
536,一本,5,理工,1210,天津师范大学,19,612,590,,,,
537,一本,5,理工,1212,天津外国语大学,22,597,559,,,,
538,一本,5,理工,1254,中国民航大学(定向专业),10,619,591,,,,
539,一本,5,理工,1265,天津外国语大学(中外合作办学专业),2,549,543,,,,
540,一本,5,理工,1312,河北师范大学,18,578,557,,,,
541,一本,5,理工,1349,东北大学秦皇岛分校,39,626,609,,,,
542,一本,5,理工,1350,河北师范大学(软件工程专业),5,553,538,,,,
543,一本,5,理工,1402,中北大学,124,584,547,,,,
544,一本,5,理工,1403,太原理工大学,43,613,593,,,,
545,一本,5,理工,1405,山西医科大学,15,617,598,,,,
546,一本,5,理工,1434,山西大学,18,597,554,,,,
547,一本,5,理工,2102,大连理工大学,74,650,634,,,,
548,一本,5,理工,2106,东北大学,87,642,626,,,,
549,一本,5,理工,2112,大连海事大学,57,615,593,,,,
550,一本,5,理工,2204,东北电力大学,18,619,578,,,,
551,一本,5,理工,2302,哈尔滨工业大学,42,685,661,,,,
552,一本,5,理工,2309,东北林业大学,68,600,563,,,,
553,一本,5,理工,3101,复旦大学,5,711,710,,,,
554,一本,5,理工,3102,同济大学,71,692,675,,,,
555,一本,5,理工,3104,华东理工大学,40,650,624,,,,
556,一本,5,理工,3107,东华大学,42,637,604,,,,
557,一本,5,理工,3108,上海电力大学(原上海电力学院更名),41,609,569,,,,
558,一本,5,理工,3109,上海应用技术大学,69,589,561,,,,
559,一本,5,理工,3113,华东师范大学,22,674,665,,,,
560,一本,5,理工,3114,上海外国语大学,13,670,644,,,,
561,一本,5,理工,3118,华东政法大学,35,665,620,,,,
562,一本,5,理工,3122,上海大学,93,674,627,,,,
563,一本,5,理工,3146,上海对外经贸大学(中外合作办学专业),8,609,575,,,,
564,一本,5,理工,3172,上海师范大学(中外合作办学专业),9,562,548,,,,
565,一本,5,理工,3173,华东理工大学(民族班),2,629,618,,,,
566,一本,5,理工,3175,同济大学(中外合作办学专业),7,673,659,,,,
567,一本,5,理工,3203,东南大学,52,679,653,,,,
568,一本,5,理工,3206,江苏科技大学,63,573,558,,,,
569,一本,5,理工,3208,南京工业大学,129,606,570,,,,
570,一本,5,理工,3211,江南大学,12,622,616,,,,
571,一本,5,理工,3230,中国人民大学(苏州校区),1,637,637,,,,
572,一本,5,理工,3261,常州大学,3,550,549,,,,
573,一本,5,理工,32G1,南京信息工程大学(定向专业),2,610,603,,,,
574,一本,5,理工,3301,浙江大学,25,704,688,,,,
575,一本,5,理工,3304,浙江理工大学,21,610,594,,,,
576,一本,5,理工,3311,浙江工商大学,27,609,567,,,,
577,一本,5,理工,3338,浙江财经大学,14,614,601,,,,
578,一本,5,理工,3372,浙江大学(民族班),5,686,662,,,,
579,一本,5,理工,33A6,浙江财经大学(中外合作办学),3,576,563,,,,
580,一本,5,理工,3401,安徽大学,17,619,605,,,,
581,一本,5,理工,3402,中国科学技术大学,11,702,693,,,,
582,一本,5,理工,3602,华东交通大学,16,599,570,,,,
583,一本,5,理工,3608,江西中医药大学,11,605,585,,,,
584,一本,5,理工,3609,赣南医学院,10,586,573,,,,
585,一本,5,理工,3701,山东大学,76,669,638,,,,
586,一本,5,理工,3702,中国海洋大学,50,648,623,,,,
587,一本,5,理工,3743,哈尔滨工业大学(威海),33,652,640,,,,
588,一本,5,理工,3775,中国海洋大学(中外合作办学专业),12,619,576,,,,
589,一本,5,理工,4102,郑州大学,87,652,610,,,,
590,一本,5,理工,4201,武汉大学,59,689,662,,,,
591,一本,5,理工,4202,华中科技大学,87,692,661,,,,
592,一本,5,理工,4206,中国地质大学(武汉),88,624,600,,,,
593,一本,5,理工,4210,湖北工业大学,52,577,555,,,,
594,一本,5,理工,4236,华中科技大学(民族班),9,664,660,,,,
595,一本,5,理工,4301,湘潭大学,75,596,576,,,,
596,一本,5,理工,4307,湖南农业大学,10,559,545,,,,
597,一本,5,理工,4404,华南农业大学,85,614,548,,,,
598,一本,5,理工,4407,华南师范大学,16,641,617,,,,
599,一本,5,理工,4411,中山大学(民族班),4,656,646,,,,
600,一本,5,理工,4425,广东外语外贸大学,17,624,597,,,,
601,一本,5,理工,4429,南方医科大学,20,676,641,,,,
602,一本,5,理工,4435,哈尔滨工业大学(深圳),42,689,671,,,,
603,一本,5,理工,4443,广州大学,13,589,581,,,,
604,一本,5,理工,4627,海南大学(软件工程专业),5,583,560,,,,
605,一本,5,理工,5015,重庆工商大学,31,598,581,,,,
606,一本,5,理工,5036,重庆大学(民族班),17,642,634,,,,
607,一本,5,理工,50A1,西南政法大学(中外合作办学专业),3,628,622,,,,
608,一本,5,理工,5102,西南交通大学,87,639,624,,,,
609,一本,5,理工,5103,电子科技大学,88,673,657,,,,
610,一本,5,理工,5111,四川农业大学,116,596,571,,,,
611,一本,5,理工,5124,西南财经大学,50,664,635,,,,
612,一本,5,理工,5203,遵义医科大学(原遵义医学院更名),39,629,598,,,,
613,一本,5,理工,5306,大理大学,10,571,551,,,,
614,一本,5,理工,6102,西安交通大学,26,685,664,,,,
615,一本,5,理工,6103,西北工业大学,38,671,650,,,,
616,一本,5,理工,6104,西安理工大学,34,590,565,,,,
617,一本,5,理工,6105,西安电子科技大学,88,659,642,,,,
618,一本,5,理工,6106,西安工业大学,10,555,550,,,,
619,一本,5,理工,6109,西安石油大学,6,553,546,,,,
620,一本,5,理工,6110,陕西科技大学,29,568,552,,,,
621,一本,5,理工,6112,长安大学,85,624,589,,,,
622,一本,5,理工,6113,西北农林科技大学,82,622,599,,,,
623,一本,5,理工,6130,西安邮电大学,17,600,590,,,,
624,一本,5,理工,6201,兰州大学,41,656,620,,,,
625,一本,5,理工,6202,兰州理工大学,33,559,548,,,,
626,一本,5,理工,6208,西北民族大学,5,578,562,,,,
627,一本,5,理工,6227,兰州大学(民族班),4,634,611,,,,
628,一本,5,理工,6229,兰州大学(护理学专业),2,599,571,,,,
629,一本,5,理工,6401,宁夏大学,18,591,568,,,,
630,一本,5,理工,6402,宁夏医科大学,10,603,593,,,,
631,一本,5,理工,9120,海军军医大学,22,669,646,,,,
632,一本,1,文史,1103,清华大学,3,697,693,,,,
633,一本,1,文史,1123,北京第二外国语学院,8,616,612,,,,
634,一本,1,文史,1129,首都经济贸易大学,8,625,615,,,,
635,一本,1,文史,1209,天津中医药大学,1,569,569,,,,
636,一本,1,文史,21A2,东北财经大学(中外合作办学专业),14,597,567,,,,
637,一本,1,文史,2210,东北师范大学,9,633,621,,,,
638,一本,1,文史,3101,复旦大学,8,684,674,,,,
639,一本,1,文史,3128,上海政法学院,50,620,600,,,,
640,一本,1,文史,3216,中国药科大学,3,618,609,,,,
641,一本,1,文史,3225,南京审计大学,33,629,608,,,,
642,一本,1,文史,3503,福州大学,14,619,612,,,,
643,一本,1,文史,3601,南昌大学,22,620,609,,,,
644,一本,1,文史,4111,河南大学,23,607,596,,,,
645,一本,1,文史,4201,武汉大学,19,665,661,,,,
646,一本,1,文史,4402,暨南大学,25,632,625,,,,
647,一本,1,文史,4407,华南师范大学,17,627,620,,,,
648,一本,1,文史,5005,西南大学,58,633,622,,,,
649,一本,1,文史,5018,西南大学(中外合作办学),4,618,600,,,,
650,一本,1,文史,5049,西南大学(荣昌校区),17,598,578,,,,
651,一本,1,文史,5106,西南科技大学,22,589,582,,,,
652,一本,1,文史,6121,西安外国语大学,15,617,601,,,,
653,一本,5,理工,1101,北京大学,10,724,713,,,,
654,一本,5,理工,1102,中国人民大学,30,703,688,,,,
655,一本,5,理工,1103,清华大学,27,729,715,,,,
656,一本,5,理工,1106,北京航空航天大学,45,691,680,,,,
657,一本,5,理工,1107,北京理工大学,89,690,662,,,,
658,一本,5,理工,1109,北方工业大学,25,595,576,,,,
659,一本,5,理工,1113,北京邮电大学,48,672,654,,,,
660,一本,5,理工,1114,北京印刷学院,3,553,548,,,,
661,一本,5,理工,1122,首都师范大学,7,635,620,,,,
662,一本,5,理工,1135,北京交通大学(民族班),7,640,625,,,,
663,一本,5,理工,1145,北京航空航天大学(民族班),7,682,670,,,,
664,一本,5,理工,1415,山西中医药大学,2,603,596,,,,
665,一本,5,理工,2196,大连理工大学(盘锦校区),14,624,606,,,,
666,一本,5,理工,2201,吉林大学,36,656,637,,,,
667,一本,5,理工,3105,上海理工大学,143,623,592,,,,
668,一本,5,理工,3106,上海海事大学,71,613,576,,,,
669,一本,5,理工,3111,上海海洋大学,42,592,569,,,,
670,一本,5,理工,3125,上海立信会计金融学院,15,624,604,,,,
671,一本,5,理工,3158,上海交通大学医学院,6,708,701,,,,
672,一本,5,理工,3166,复旦大学医学院,8,702,693,,,,
673,一本,5,理工,3169,上海海洋大学(中外合作办学专业),6,581,556,,,,
674,一本,5,理工,3171,上海大学(中外合作办学专业),10,625,620,,,,
675,一本,5,理工,3204,南京航空航天大学,64,650,618,,,,
676,一本,5,理工,3217,南京财经大学,20,628,602,,,,
677,一本,5,理工,3240,南京师范大学,5,646,632,,,,
678,一本,5,理工,3271,苏州科技大学,27,591,562,,,,
679,一本,5,理工,3306,浙江师范大学,29,612,591,,,,
680,一本,5,理工,3314,中国计量大学,57,596,571,,,,
681,一本,5,理工,3326,浙江大学医学院,6,691,676,,,,
682,一本,5,理工,3520,厦门大学(医学护理类),16,663,635,,,,
683,一本,5,理工,3601,南昌大学,99,649,600,,,,
684,一本,5,理工,3683,南昌大学(中外合作办学专业),10,640,603,,,,
685,一本,5,理工,3710,山东农业大学,25,567,537,,,,
686,一本,5,理工,3741,山东大学威海分校,30,638,624,,,,
687,一本,5,理工,4211,华中农业大学,94,627,590,,,,
688,一本,5,理工,4214,湖北大学,65,592,572,,,,
689,一本,5,理工,4219,中南财经政法大学,49,655,625,,,,
690,一本,5,理工,42C6,三峡大学(中外合作办学),2,573,564,,,,
691,一本,5,理工,4303,湖南大学,74,656,635,,,,
692,一本,5,理工,4402,暨南大学,43,654,628,,,,
693,一本,5,理工,4403,华南理工大学,93,667,651,,,,
694,一本,5,理工,5001,重庆大学,127,658,640,,,,
695,一本,5,理工,5003,重庆交通大学,85,612,572,,,,
696,一本,5,理工,5005,西南大学,282,651,609,,,,
697,一本,5,理工,5011,西南政法大学,30,658,632,,,,
698,一本,5,理工,5018,西南大学(中外合作办学),22,603,565,,,,
699,一本,5,理工,5049,西南大学(荣昌校区),62,596,543,,,,
700,一本,5,理工,5062,重庆大学(中外合作办学专业),9,643,618,,,,
701,一本,5,理工,5106,西南科技大学,71,598,564,,,,
702,一本,5,理工,5310,曲靖师范学院,137,579,550,,,,
703,一本,5,理工,5320,昆明学院,33,566,552,,,,
704,一本,5,理工,5409,西藏民族大学,5,583,564,,,,
705,一本,5,理工,6101,西北大学,43,622,606,,,,
706,国家专项批,5,理工,3105,上海理工大学,5,611,607,,,,
707,国家专项批,5,理工,3702,中国海洋大学,19,627,613,,,,
708,国家专项批,5,理工,3704,青岛科技大学,30,602,556,556,,,
709,国家专项批,5,理工,5001,重庆大学,35,652,636,597,,,
710,一本,1,文史,3122,上海大学,5,637,633,,,,
711,一本,1,文史,4309,湖南中医药大学,15,631,611,,,,
712,一本,1,文史,5003,重庆交通大学,10,593,580,,,,
713,一本,1,文史,5127,西南民族大学,23,611,590,,,,
714,一本,5,理工,1202,天津大学,18,674,664,,,,
715,一本,5,理工,2108,辽宁工程技术大学,90,573,541,,,,
716,一本,5,理工,3159,上海对外经贸大学,28,626,609,,,,
717,一本,5,理工,3216,中国药科大学,60,662,615,,,,
718,一本,5,理工,35A0,厦门大学(马来西亚分校),9,614,547,,,,
719,一本,5,理工,4203,武汉科技大学,82,608,570,,,,
720,一本,5,理工,4305,湖南科技大学,81,584,556,,,,
721,一本,5,理工,4309,湖南中医药大学,27,640,592,,,,
722,一本,5,理工,5002,重庆邮电大学,93,617,594,,,,
723,一本,1,文史,1133,北京体育大学,11,614,556,584,,,
724,一本,1,文史,1312,河北师范大学,17,589,575,577,,,
725,一本,1,文史,1316,石家庄铁道大学,4,578,572,572,,,
726,一本,1,文史,1501,内蒙古大学,15,598,584,573,,,
727,一本,1,文史,3118,华东政法大学,29,657,636,615,,,
728,一本,1,文史,3209,南京邮电大学,10,608,600,,,,
729,一本,1,文史,3217,南京财经大学,20,619,595,597,,,
730,一本,1,文史,3301,浙江大学,2,664,664,,,,
731,一本,1,文史,3306,浙江师范大学,26,617,604,583,,,
732,一本,1,文史,3325,宁波诺丁汉大学,16,603,559,561,,,
733,一本,1,文史,3369,宁波大学(中外合作办学专业),5,590,562,578,,,
734,一本,1,文史,3505,福建农林大学,3,571,571,561,,,
735,一本,1,文史,3726,青岛大学,20,611,587,569,,,
736,一本,1,文史,4155,河南师范大学,20,586,576,577,,,
737,一本,1,文史,4219,中南财经政法大学,49,643,625,622,,,
738,一本,1,文史,4221,中南民族大学,72,609,585,,,,
739,一本,1,文史,4308,中南林业科技大学,17,584,578,575,,,
740,一本,1,文史,4310,湖南师范大学,13,623,617,590,,,
741,一本,1,文史,4328,湖南工业大学,21,577,555,572,,,
742,一本,1,文史,4405,广州中医药大学,8,636,607,594,,,
743,一本,1,文史,4501,广西大学,24,608,595,573,,,
744,一本,1,文史,5104,西南石油大学,6,591,585,590,,,
745,一本,1,文史,5301,云南大学,294,681,604,591,,,
746,一本,1,文史,5307,云南中医药大学,169,619,564,570,,,
747,一本,1,文史,5310,曲靖师范学院,201,584,560,578,,,
748,一本,1,文史,5317,玉溪师范学院,139,580,557,579,,,
749,一本,1,文史,53A1,云南大学(中外合作办学),65,598,571,570,,,
750,一本,1,文史,6130,西安邮电大学,3,606,580,606,,,
751,一本,1,文史,6229,兰州大学(护理学专业),4,588,561,587,,,
752,一本,5,理工,1104,北京交通大学,96,676,635,676,,,
753,一本,5,理工,1119,北京林业大学,60,646,598,602,,,
754,一本,5,理工,1123,北京第二外国语学院,12,622,537,569,,,
755,一本,5,理工,1204,天津工业大学,133,609,573,568,,,
756,一本,5,理工,1208,天津医科大学,30,667,611,561,,,
757,一本,5,理工,1209,天津中医药大学,71,635,574,557,,,
758,一本,5,理工,1213,天津商业大学,9,580,564,552,,,
759,一本,5,理工,1214,天津财经大学,66,618,544,540,,,
760,一本,5,理工,1216,河北工业大学,34,615,600,559,,,
761,一本,5,理工,1304,华北电力大学(保定),79,660,592,592,,,
762,一本,5,理工,1316,石家庄铁道大学,39,584,539,546,,,
763,一本,5,理工,1321,中国人民警察大学,11,641,546,641,,,
764,一本,5,理工,1501,内蒙古大学,45,585,546,536,,,
765,一本,5,理工,2101,辽宁大学,29,628,586,577,,,
766,一本,5,理工,2103,沈阳工业大学,20,583,541,539,,,
767,一本,5,理工,2104,沈阳航空航天大学,26,592,565,553,,,
768,一本,5,理工,2107,辽宁科技大学,18,550,541,544,,,
769,一本,5,理工,2111,大连交通大学,22,583,555,537,,,
770,一本,5,理工,2118,沈阳药科大学,36,607,562,543,,,
771,一本,5,理工,2123,东北财经大学,21,644,605,594,,,
772,一本,5,理工,2134,大连民族大学,19,549,535,540,,,
773,一本,5,理工,21A2,东北财经大学(中外合作办学专业),23,589,547,537,,,
774,一本,5,理工,2203,长春理工大学,50,622,548,551,,,
775,一本,5,理工,2209,长春中医药大学,28,572,546,551,,,
776,一本,5,理工,2301,黑龙江大学,54,563,539,550,,,
777,一本,5,理工,2310,哈尔滨医科大学,47,658,630,551,,,
778,一本,5,理工,3112,上海中医药大学,38,637,574,573,,,
779,一本,5,理工,3128,上海政法学院,44,622,589,590,,,
780,一本,5,理工,3162,上海师范大学,41,615,592,590,,,
781,一本,5,理工,3202,苏州大学,68,664,578,616,,,
782,一本,5,理工,3207,中国矿业大学,74,617,595,597,,,
783,一本,5,理工,3209,南京邮电大学,75,629,609,603,,,
784,一本,5,理工,3210,河海大学,104,643,565,596,,,
785,一本,5,理工,3212,南京林业大学,90,611,567,582,,,
786,一本,5,理工,3224,扬州大学,59,601,551,577,,,
787,一本,5,理工,3225,南京审计大学,51,628,573,585,,,
788,一本,5,理工,3252,南通大学,48,603,577,559,,,
789,一本,5,理工,3302,杭州电子科技大学,50,633,614,597,,,
790,一本,5,理工,3319,宁波大学,40,619,587,566,,,
791,一本,5,理工,3332,杭州师范大学,46,617,588,581,,,
792,一本,5,理工,3403,合肥工业大学,85,631,605,598,,,
793,一本,5,理工,3408,安徽师范大学,23,582,556,536,,,
794,一本,5,理工,3435,合肥工业大学(宣城校区),28,605,587,550,,,
795,一本,5,理工,3501,厦门大学,55,679,655,659,,,
796,一本,5,理工,3503,福州大学,47,628,603,609,,,
797,一本,5,理工,3505,福建农林大学,19,558,541,558,,,
798,一本,5,理工,3507,福建师范大学,66,614,562,545,,,
799,一本,5,理工,3528,福建医科大学,35,631,553,547,,,
800,一本,5,理工,3603,东华理工大学,27,553,541,544,,,
801,一本,5,理工,3605,江西理工大学,30,561,539,539,,,
802,一本,5,理工,3703,中国石油大学(华东),52,611,593,582,,,
803,一本,5,理工,3705,济南大学,33,566,553,550,,,
804,一本,5,理工,3715,山东师范大学,65,610,569,563,,,
805,一本,5,理工,3723,山东财经大学,70,596,550,547,,,
806,一本,5,理工,37A6,北京交通大学(威海校区),11,592,564,562,,,
807,一本,5,理工,4101,华北水利水电大学,55,575,542,540,,,
808,一本,5,理工,4106,河南科技大学,35,562,535,537,,,
809,一本,5,理工,4110,新乡医学院,30,598,565,563,,,
810,一本,5,理工,4111,河南大学,28,607,587,,,,
811,一本,5,理工,4204,长江大学,34,577,558,550,,,
812,一本,5,理工,4205,武汉工程大学,83,589,555,545,,,
813,一本,5,理工,4209,武汉理工大学,76,637,613,612,,,
814,一本,5,理工,4221,中南民族大学,163,591,552,,,,
815,一本,5,理工,4231,三峡大学,73,599,551,549,,,
816,一本,5,理工,4304,中南大学,141,683,636,629,,,
817,一本,5,理工,4306,长沙理工大学,54,601,577,,,,
818,一本,5,理工,4308,中南林业科技大学,70,576,541,539,,,
819,一本,5,理工,4320,南华大学,92,602,554,541,,,
820,一本,5,理工,4401,中山大学,74,689,624,656,,,
821,一本,5,理工,4405,广州中医药大学,14,626,552,561,,,
822,一本,5,理工,4415,深圳大学,33,660,623,610,,,
823,一本,5,理工,4448,广东海洋大学,18,559,538,536,,,
824,一本,5,理工,4449,广州医科大学,13,646,620,559,,,
825,一本,5,理工,4450,广东医科大学,7,640,620,579,,,
826,一本,5,理工,4501,广西大学,77,617,580,588,,,
827,一本,5,理工,4505,广西医科大学,16,653,590,603,,,
828,一本,5,理工,4602,海南大学,126,621,583,563,,,
829,一本,5,理工,4622,海南大学(中外合作办学专业),5,546,536,546,,,
830,一本,5,理工,5010,四川外国语大学,21,614,588,588,,,
831,一本,5,理工,5101,四川大学,256,703,647,623,,,
832,一本,5,理工,5104,西南石油大学,44,585,566,548,,,
833,一本,5,理工,5105,成都理工大学,54,602,590,558,,,
834,一本,5,理工,5107,成都信息工程大学,44,591,556,555,,,
835,一本,5,理工,5113,西南医科大学,31,627,603,599,,,
836,一本,5,理工,5116,四川师范大学,46,616,575,577,,,
837,一本,5,理工,5127,西南民族大学,57,585,560,550,,,
838,一本,5,理工,5142,西南民族大学(少数民族计划),128,605,551,549,,,
839,一本,5,理工,51B0,西南交通大学(峨眉校区),61,620,535,550,,,
840,一本,5,理工,5201,贵州大学,43,599,579,541,,,
841,一本,5,理工,5301,云南大学,622,644,596,,,,
842,一本,5,理工,5305,昆明医科大学,1,454,667,556,557,,
843,一本,5,理工,5307,云南中医药大学,241,615,549,558,,,
844,一本,5,理工,53A1,云南大学(中外合作办学),105,606,538,551,,,
845,一本,5,理工,53L2,大理大学(医学类),405,612,567,563,,,
846,一本,5,理工,53P1,云南师范大学(定向西藏就业),10,557,538,550,,,
847,一本,5,理工,6107,西安建筑科技大学,50,635,555,552,,,
848,一本,5,理工,6108,西安科技大学,51,610,565,570,,,
849,一本,5,理工,6121,西安外国语大学,10,612,584,538,,,
850,一本,5,理工,61A1,陕西科技大学(中外合作办学),1,546,546,,,,
851,一本,5,理工,6203,兰州交通大学,32,584,555,563,,,
852,国家专项批,1,文史,5301,云南大学,95,628,603,601,609,,
853,国家专项批,1,文史,5302,昆明理工大学,20,595,577,571,,,
854,国家专项批,1,文史,5308,云南师范大学,185,622,581,571,,,
